protein1,protein2,combined_score
ENSP00000001008,ENSP00000457723,157
ENSP00000001008,ENSP00000427223,177
ENSP00000001008,ENSP00000324806,214
ENSP00000001008,ENSP00000356033,231
ENSP00000001008,ENSP00000321584,281
ENSP00000001008,ENSP00000302150,250
ENSP00000001008,ENSP00000295702,219
ENSP00000001008,ENSP00000188790,208
ENSP00000001008,ENSP00000256079,224
ENSP00000001008,ENSP00000365950,296
ENSP00000001008,ENSP00000290374,175
ENSP00000001008,ENSP00000313007,168
ENSP00000001008,ENSP00000451263,232
ENSP00000001008,ENSP00000370543,156
ENSP00000001008,ENSP00000296417,154
ENSP00000001008,ENSP00000256366,163
ENSP00000001008,ENSP00000460871,215
ENSP00000001008,ENSP00000263923,229
ENSP00000001008,ENSP00000306678,192
ENSP00000001008,ENSP00000363921,163
ENSP00000001008,ENSP00000379051,206
ENSP00000001008,ENSP00000262726,196
ENSP00000001008,ENSP00000338990,156
ENSP00000001008,ENSP00000325677,234
ENSP00000001008,ENSP00000217233,159
ENSP00000001008,ENSP00000376886,162
ENSP00000001008,ENSP00000412763,192
ENSP00000001008,ENSP00000242057,448
ENSP00000001008,ENSP00000012443,933
ENSP00000001008,ENSP00000370912,192
ENSP00000001008,ENSP00000265970,469
ENSP00000001008,ENSP00000259486,166
ENSP00000001008,ENSP00000308179,218
ENSP00000001008,ENSP00000362041,159
ENSP00000001008,ENSP00000266643,177
ENSP00000001008,ENSP00000333181,177
ENSP00000001008,ENSP00000445043,167
ENSP00000001008,ENSP00000365439,205
ENSP00000001008,ENSP00000216797,300
ENSP00000001008,ENSP00000274140,177
ENSP00000001008,ENSP00000271638,194
ENSP00000001008,ENSP00000317992,362
ENSP00000001008,ENSP00000402338,352
ENSP00000001008,ENSP00000376306,345
ENSP00000001008,ENSP00000409382,269
ENSP00000001008,ENSP00000380308,902
ENSP00000001008,ENSP00000225174,411
ENSP00000001008,ENSP00000265723,189
ENSP00000001008,ENSP00000294964,219
ENSP00000001008,ENSP00000376077,183
ENSP00000001008,ENSP00000380432,241
ENSP00000001008,ENSP00000367668,196
ENSP00000001008,ENSP00000419628,156
ENSP00000001008,ENSP00000291700,202
ENSP00000001008,ENSP00000379108,227
ENSP00000001008,ENSP00000401010,901
ENSP00000001008,ENSP00000382779,229
ENSP00000001008,ENSP00000211287,222
ENSP00000001008,ENSP00000402154,191
ENSP00000001008,ENSP00000360365,162
ENSP00000001008,ENSP00000346453,206
ENSP00000001008,ENSP00000301764,176
ENSP00000001008,ENSP00000378364,173
ENSP00000001008,ENSP00000407323,326
ENSP00000001008,ENSP00000377640,182
ENSP00000001008,ENSP00000380489,443
ENSP00000001008,ENSP00000332198,176
ENSP00000001008,ENSP00000281882,192
ENSP00000001008,ENSP00000302564,237
ENSP00000001008,ENSP00000384092,300
ENSP00000001008,ENSP00000385828,150
ENSP00000001008,ENSP00000285814,379
ENSP00000001008,ENSP00000251607,254
ENSP00000001008,ENSP00000376753,155
ENSP00000001008,ENSP00000430432,244
ENSP00000001008,ENSP00000377344,258
ENSP00000001008,ENSP00000404247,197
ENSP00000001008,ENSP00000232975,196
ENSP00000001008,ENSP00000337226,210
ENSP00000001008,ENSP00000216129,178
ENSP00000001008,ENSP00000268712,199
ENSP00000001008,ENSP00000405330,957
ENSP00000001008,ENSP00000358309,192
ENSP00000001008,ENSP00000244230,175
ENSP00000001008,ENSP00000347942,163
ENSP00000001008,ENSP00000359866,151
ENSP00000001008,ENSP00000366863,419
ENSP00000001008,ENSP00000341189,210
ENSP00000001008,ENSP00000252071,211
ENSP00000001008,ENSP00000216252,161
ENSP00000001008,ENSP00000357697,476
ENSP00000001008,ENSP00000262144,154
ENSP00000001008,ENSP00000362105,179
ENSP00000001008,ENSP00000363001,161
ENSP00000001008,ENSP00000216218,495
ENSP00000001008,ENSP00000337976,167
ENSP00000001008,ENSP00000289153,287
ENSP00000001008,ENSP00000339881,198
ENSP00000001008,ENSP00000323853,241
ENSP00000001008,ENSP00000410811,150
ENSP00000001008,ENSP00000261479,339
ENSP00000001008,ENSP00000262193,172
ENSP00000001008,ENSP00000397552,182
ENSP00000001008,ENSP00000362936,157
ENSP00000001008,ENSP00000370589,280
ENSP00000001008,ENSP00000351905,192
ENSP00000001008,ENSP00000291576,155
ENSP00000001008,ENSP00000200676,176
ENSP00000001008,ENSP00000273130,902
ENSP00000001008,ENSP00000224073,198
ENSP00000001008,ENSP00000342216,201
ENSP00000001008,ENSP00000262030,195
ENSP00000001008,ENSP00000362139,192
ENSP00000001008,ENSP00000269214,165
ENSP00000001008,ENSP00000452786,231
ENSP00000001008,ENSP00000434412,183
ENSP00000001008,ENSP00000324122,225
ENSP00000001008,ENSP00000257863,192
ENSP00000001008,ENSP00000263967,293
ENSP00000001008,ENSP00000367029,206
ENSP00000001008,ENSP00000359444,224
ENSP00000001008,ENSP00000378306,223
ENSP00000001008,ENSP00000274606,262
ENSP00000001008,ENSP00000252037,324
ENSP00000001008,ENSP00000157812,156
ENSP00000001008,ENSP00000380982,264
ENSP00000001008,ENSP00000166244,192
ENSP00000001008,ENSP00000355471,197
ENSP00000001008,ENSP00000412237,197
ENSP00000001008,ENSP00000272895,201
ENSP00000001008,ENSP00000446215,340
ENSP00000001008,ENSP00000340761,167
ENSP00000001008,ENSP00000431885,192
ENSP00000001008,ENSP00000318966,272
ENSP00000001008,ENSP00000370201,401
ENSP00000001008,ENSP00000228136,271
ENSP00000001008,ENSP00000283921,246
ENSP00000001008,ENSP00000357980,257
ENSP00000001008,ENSP00000317272,214
ENSP00000001008,ENSP00000296464,406
ENSP00000001008,ENSP00000264192,164
ENSP00000001008,ENSP00000354522,258
ENSP00000001008,ENSP00000262577,174
ENSP00000001008,ENSP00000444788,166
ENSP00000001008,ENSP00000342105,157
ENSP00000001008,ENSP00000304229,218
ENSP00000001008,ENSP00000368856,198
ENSP00000001008,ENSP00000269051,212
ENSP00000001008,ENSP00000261601,171
ENSP00000001008,ENSP00000338345,394
ENSP00000001008,ENSP00000218388,169
ENSP00000001008,ENSP00000305919,239
ENSP00000001008,ENSP00000389277,312
ENSP00000001008,ENSP00000413152,357
ENSP00000001008,ENSP00000359385,825
ENSP00000001008,ENSP00000356687,183
ENSP00000001008,ENSP00000300896,209
ENSP00000001008,ENSP00000323047,160
ENSP00000001008,ENSP00000331504,496
ENSP00000001008,ENSP00000339916,192
ENSP00000001008,ENSP00000263918,502
ENSP00000001008,ENSP00000333657,167
ENSP00000001008,ENSP00000216367,353
ENSP00000001008,ENSP00000366939,244
ENSP00000001008,ENSP00000406463,495
ENSP00000001008,ENSP00000369081,160
ENSP00000001008,ENSP00000315299,196
ENSP00000001008,ENSP00000217188,192
ENSP00000001008,ENSP00000364133,214
ENSP00000001008,ENSP00000254963,240
ENSP00000001008,ENSP00000295006,155
ENSP00000001008,ENSP00000370343,553
ENSP00000001008,ENSP00000368632,904
ENSP00000001008,ENSP00000297494,158
ENSP00000001008,ENSP00000402515,312
ENSP00000001008,ENSP00000268035,253
ENSP00000001008,ENSP00000216271,226
ENSP00000001008,ENSP00000323858,172
ENSP00000001008,ENSP00000217971,201
ENSP00000001008,ENSP00000377721,196
ENSP00000001008,ENSP00000393066,177
ENSP00000001008,ENSP00000363939,233
ENSP00000001008,ENSP00000261177,284
ENSP00000001008,ENSP00000275815,206
ENSP00000001008,ENSP00000341826,187
ENSP00000001008,ENSP00000221801,287
ENSP00000001008,ENSP00000256383,260
ENSP00000001008,ENSP00000262947,179
ENSP00000001008,ENSP00000395772,179
ENSP00000001008,ENSP00000258091,310
ENSP00000001008,ENSP00000355237,309
ENSP00000001008,ENSP00000357709,589
ENSP00000001008,ENSP00000455106,379
ENSP00000001008,ENSP00000378356,183
ENSP00000001008,ENSP00000325929,168
ENSP00000001008,ENSP00000357869,293
ENSP00000001008,ENSP00000219070,229
ENSP00000001008,ENSP00000275603,332
ENSP00000001008,ENSP00000483825,222
ENSP00000001008,ENSP00000249647,246
ENSP00000001008,ENSP00000270223,305
ENSP00000001008,ENSP00000359454,164
ENSP00000001008,ENSP00000203001,212
ENSP00000001008,ENSP00000254803,208
ENSP00000001008,ENSP00000415536,202
ENSP00000001008,ENSP00000262719,758
ENSP00000001008,ENSP00000377784,196
ENSP00000001008,ENSP00000266079,179
ENSP00000001008,ENSP00000361636,285
ENSP00000001008,ENSP00000261772,186
ENSP00000001008,ENSP00000381657,224
ENSP00000001008,ENSP00000323555,186
ENSP00000001008,ENSP00000361458,454
ENSP00000001008,ENSP00000309141,177
ENSP00000001008,ENSP00000308351,192
ENSP00000001008,ENSP00000419005,175
ENSP00000001008,ENSP00000471754,170
ENSP00000001008,ENSP00000342538,151
ENSP00000001008,ENSP00000340811,203
ENSP00000001008,ENSP00000452123,197
ENSP00000001008,ENSP00000392330,212
ENSP00000001008,ENSP00000379210,203
ENSP00000001008,ENSP00000438788,285
ENSP00000001008,ENSP00000296161,465
ENSP00000001008,ENSP00000358909,199
ENSP00000001008,ENSP00000364320,167
ENSP00000001008,ENSP00000360316,415
ENSP00000001008,ENSP00000229795,207
ENSP00000001008,ENSP00000361777,256
ENSP00000001008,ENSP00000369538,184
ENSP00000001008,ENSP00000301522,272
ENSP00000001008,ENSP00000349748,163
ENSP00000001008,ENSP00000262188,151
ENSP00000001008,ENSP00000419081,196
ENSP00000001008,ENSP00000381293,316
ENSP00000001008,ENSP00000262187,163
ENSP00000001008,ENSP00000376899,157
ENSP00000001008,ENSP00000387907,248
ENSP00000001008,ENSP00000320130,901
ENSP00000001008,ENSP00000055077,238
ENSP00000001008,ENSP00000348429,244
ENSP00000001008,ENSP00000271555,279
ENSP00000001008,ENSP00000451145,221
ENSP00000001008,ENSP00000373574,209
ENSP00000001008,ENSP00000265431,199
ENSP00000001008,ENSP00000293328,150
ENSP00000001008,ENSP00000340874,195
ENSP00000001008,ENSP00000367972,437
ENSP00000001008,ENSP00000386902,154
ENSP00000001008,ENSP00000471191,168
ENSP00000001008,ENSP00000381588,316
ENSP00000001008,ENSP00000414359,213
ENSP00000001008,ENSP00000324960,196
ENSP00000001008,ENSP00000246802,291
ENSP00000001008,ENSP00000351108,316
ENSP00000001008,ENSP00000362153,160
ENSP00000001008,ENSP00000222330,207
ENSP00000001008,ENSP00000444810,905
ENSP00000001008,ENSP00000484669,152
ENSP00000001008,ENSP00000310686,238
ENSP00000001008,ENSP00000367208,488
ENSP00000001008,ENSP00000385746,154
ENSP00000001008,ENSP00000395012,152
ENSP00000001008,ENSP00000454207,421
ENSP00000001008,ENSP00000310219,313
ENSP00000001008,ENSP00000297990,159
ENSP00000001008,ENSP00000477980,243
ENSP00000001008,ENSP00000360412,290
ENSP00000001008,ENSP00000244221,173
ENSP00000001008,ENSP00000343246,260
ENSP00000001008,ENSP00000340466,173
ENSP00000001008,ENSP00000380557,155
ENSP00000001008,ENSP00000322251,192
ENSP00000001008,ENSP00000306614,531
ENSP00000001008,ENSP00000265960,214
ENSP00000001008,ENSP00000357425,161
ENSP00000001008,ENSP00000223641,151
ENSP00000001008,ENSP00000373684,185
ENSP00000001008,ENSP00000284486,287
ENSP00000001008,ENSP00000358554,219
ENSP00000001008,ENSP00000444357,220
ENSP00000001008,ENSP00000365806,160
ENSP00000001008,ENSP00000237612,153
ENSP00000001008,ENSP00000358921,923
ENSP00000001008,ENSP00000316042,181
ENSP00000001008,ENSP00000354947,903
ENSP00000001008,ENSP00000392094,188
ENSP00000001008,ENSP00000355231,472
ENSP00000001008,ENSP00000385216,339
ENSP00000001008,ENSP00000380878,223
ENSP00000001008,ENSP00000369042,417
ENSP00000001008,ENSP00000356155,440
ENSP00000001008,ENSP00000382239,190
ENSP00000001008,ENSP00000398523,537
ENSP00000001008,ENSP00000260184,258
ENSP00000001008,ENSP00000295225,212
ENSP00000001008,ENSP00000397261,173
ENSP00000001008,ENSP00000302895,230
ENSP00000001008,ENSP00000407487,259
ENSP00000001008,ENSP00000312411,172
ENSP00000001008,ENSP00000217244,470
ENSP00000001008,ENSP00000405812,177
ENSP00000001008,ENSP00000352438,254
ENSP00000001008,ENSP00000301887,330
ENSP00000001008,ENSP00000259457,251
ENSP00000001008,ENSP00000221138,225
ENSP00000001008,ENSP00000471896,154
ENSP00000001008,ENSP00000428924,206
ENSP00000001008,ENSP00000269349,176
ENSP00000001008,ENSP00000251849,215
ENSP00000001008,ENSP00000263168,908
ENSP00000001008,ENSP00000370737,542
ENSP00000001008,ENSP00000242776,278
ENSP00000001008,ENSP00000391088,227
ENSP00000001008,ENSP00000347719,187
ENSP00000001008,ENSP00000377944,195
ENSP00000001008,ENSP00000406197,163
ENSP00000001008,ENSP00000369682,172
ENSP00000001008,ENSP00000219400,153
ENSP00000001008,ENSP00000358211,282
ENSP00000001008,ENSP00000385410,231
ENSP00000001008,ENSP00000398350,157
ENSP00000001008,ENSP00000314441,179
ENSP00000001008,ENSP00000338019,224
ENSP00000001008,ENSP00000360120,198
ENSP00000001008,ENSP00000369127,330
ENSP00000001008,ENSP00000415786,215
ENSP00000001008,ENSP00000356042,158
ENSP00000001008,ENSP00000368880,208
ENSP00000001008,ENSP00000369915,444
ENSP00000001008,ENSP00000302935,163
ENSP00000001008,ENSP00000256458,192
ENSP00000001008,ENSP00000312318,283
ENSP00000001008,ENSP00000355465,177
ENSP00000001008,ENSP00000408295,257
ENSP00000001008,ENSP00000315680,351
ENSP00000001008,ENSP00000306999,165
ENSP00000001008,ENSP00000470087,207
ENSP00000001008,ENSP00000350224,192
ENSP00000001008,ENSP00000361092,185
ENSP00000001008,ENSP00000223167,196
ENSP00000001008,ENSP00000361423,252
ENSP00000001008,ENSP00000199320,179
ENSP00000001008,ENSP00000221996,275
ENSP00000001008,ENSP00000361949,195
ENSP00000001008,ENSP00000436767,160
ENSP00000001008,ENSP00000435096,152
ENSP00000001008,ENSP00000285968,266
ENSP00000001008,ENSP00000305494,186
ENSP00000001008,ENSP00000363944,156
ENSP00000001008,ENSP00000379372,189
ENSP00000001008,ENSP00000363708,192
ENSP00000001008,ENSP00000223364,196
ENSP00000001008,ENSP00000273963,176
ENSP00000001008,ENSP00000392709,175
ENSP00000001008,ENSP00000307280,215
ENSP00000001008,ENSP00000351686,159
ENSP00000001008,ENSP00000428489,219
ENSP00000001008,ENSP00000306253,254
ENSP00000001008,ENSP00000311513,267
ENSP00000001008,ENSP00000317123,366
ENSP00000001008,ENSP00000370745,203
ENSP00000001008,ENSP00000384719,196
ENSP00000001008,ENSP00000293662,163
ENSP00000001008,ENSP00000371067,227
ENSP00000001008,ENSP00000381097,192
ENSP00000001008,ENSP00000372295,256
ENSP00000001008,ENSP00000360938,399
ENSP00000001008,ENSP00000373884,264
ENSP00000001008,ENSP00000364802,947
ENSP00000001008,ENSP00000400433,500
ENSP00000001008,ENSP00000338157,262
ENSP00000001008,ENSP00000166345,203
ENSP00000001008,ENSP00000332118,200
ENSP00000001008,ENSP00000252486,223
ENSP00000001008,ENSP00000233813,227
ENSP00000001008,ENSP00000331268,183
ENSP00000001008,ENSP00000291536,160
ENSP00000001008,ENSP00000396673,188
ENSP00000001008,ENSP00000381958,192
ENSP00000001008,ENSP00000216554,250
ENSP00000001008,ENSP00000263212,172
ENSP00000001008,ENSP00000379097,203
ENSP00000001008,ENSP00000343445,230
ENSP00000001008,ENSP00000216038,225
ENSP00000001008,ENSP00000361634,166
ENSP00000001008,ENSP00000370521,256
ENSP00000001008,ENSP00000262506,168
ENSP00000001008,ENSP00000268802,169
ENSP00000001008,ENSP00000349168,175
ENSP00000001008,ENSP00000232219,262
ENSP00000001008,ENSP00000255465,221
ENSP00000001008,ENSP00000381333,285
ENSP00000001008,ENSP00000345133,292
ENSP00000001008,ENSP00000303754,936
ENSP00000001008,ENSP00000361158,192
ENSP00000001008,ENSP00000358081,289
ENSP00000001008,ENSP00000378046,197
ENSP00000001008,ENSP00000482119,150
ENSP00000001008,ENSP00000321266,204
ENSP00000001008,ENSP00000364403,187
ENSP00000001008,ENSP00000358417,156
ENSP00000001008,ENSP00000336702,224
ENSP00000001008,ENSP00000328835,176
ENSP00000001008,ENSP00000484056,154
ENSP00000001008,ENSP00000357516,249
ENSP00000001008,ENSP00000295025,387
ENSP00000001008,ENSP00000341289,191
ENSP00000001008,ENSP00000384264,156
ENSP00000001008,ENSP00000351777,328
ENSP00000001008,ENSP00000281821,192
ENSP00000001008,ENSP00000329697,159
ENSP00000001008,ENSP00000363642,309
ENSP00000001008,ENSP00000332766,189
ENSP00000001008,ENSP00000295736,177
ENSP00000001008,ENSP00000229214,225
ENSP00000001008,ENSP00000411528,203
ENSP00000001008,ENSP00000444986,452
ENSP00000001008,ENSP00000449328,240
ENSP00000001008,ENSP00000403683,362
ENSP00000001008,ENSP00000344155,201
ENSP00000001008,ENSP00000295095,156
ENSP00000001008,ENSP00000449770,273
ENSP00000001008,ENSP00000246194,166
ENSP00000001008,ENSP00000216911,214
ENSP00000001008,ENSP00000261643,173
ENSP00000001008,ENSP00000485630,155
ENSP00000001008,ENSP00000471730,361
ENSP00000001008,ENSP00000480828,339
ENSP00000001008,ENSP00000440005,197
ENSP00000001008,ENSP00000401802,202
ENSP00000001008,ENSP00000332111,196
ENSP00000001008,ENSP00000344741,184
ENSP00000001008,ENSP00000273550,171
ENSP00000001008,ENSP00000377954,164
ENSP00000001008,ENSP00000256682,395
ENSP00000001008,ENSP00000462521,313
ENSP00000001008,ENSP00000278483,194
ENSP00000001008,ENSP00000356438,192
ENSP00000001008,ENSP00000274255,389
ENSP00000001008,ENSP00000328547,361
ENSP00000001008,ENSP00000379888,211
ENSP00000001008,ENSP00000263800,192
ENSP00000001008,ENSP00000266304,222
ENSP00000001008,ENSP00000357801,214
ENSP00000001008,ENSP00000284320,523
ENSP00000001008,ENSP00000011473,241
ENSP00000001008,ENSP00000326267,196
ENSP00000001008,ENSP00000332454,253
ENSP00000001008,ENSP00000419038,151
ENSP00000001008,ENSP00000359688,162
ENSP00000001008,ENSP00000340913,171
ENSP00000001008,ENSP00000427661,194
ENSP00000001008,ENSP00000441755,446
ENSP00000001008,ENSP00000374328,165
ENSP00000001008,ENSP00000300175,232
ENSP00000001008,ENSP00000422907,204
ENSP00000001008,ENSP00000418770,205
ENSP00000001008,ENSP00000337478,197
ENSP00000001008,ENSP00000356130,192
ENSP00000001008,ENSP00000355480,196
ENSP00000001008,ENSP00000401264,171
ENSP00000001008,ENSP00000217426,155
ENSP00000001008,ENSP00000463058,152
ENSP00000001008,ENSP00000414906,902
ENSP00000001008,ENSP00000340409,385
ENSP00000001008,ENSP00000337825,270
ENSP00000001008,ENSP00000232888,267
ENSP00000001008,ENSP00000356530,206
ENSP00000001008,ENSP00000359424,345
ENSP00000001008,ENSP00000288861,245
ENSP00000001008,ENSP00000221566,413
ENSP00000001008,ENSP00000376056,199
ENSP00000001008,ENSP00000253024,192
ENSP00000001008,ENSP00000267750,154
ENSP00000001008,ENSP00000463027,443
ENSP00000001008,ENSP00000466967,163
ENSP00000001008,ENSP00000286091,491
ENSP00000001008,ENSP00000479598,453
ENSP00000001008,ENSP00000260453,169
ENSP00000001008,ENSP00000479618,569
ENSP00000001008,ENSP00000357440,275
ENSP00000001008,ENSP00000384537,167
ENSP00000001008,ENSP00000387365,615
ENSP00000001008,ENSP00000325266,168
ENSP00000001008,ENSP00000355583,192
ENSP00000001008,ENSP00000261313,183
ENSP00000001008,ENSP00000263094,206
ENSP00000001008,ENSP00000222005,567
ENSP00000001008,ENSP00000358525,184
ENSP00000001008,ENSP00000362649,246
ENSP00000001008,ENSP00000261366,264
ENSP00000001008,ENSP00000229268,169
ENSP00000001008,ENSP00000355899,185
ENSP00000001008,ENSP00000378199,949
ENSP00000001008,ENSP00000225298,202
ENSP00000001008,ENSP00000384371,253
ENSP00000001008,ENSP00000329466,176
ENSP00000001008,ENSP00000263238,286
ENSP00000001008,ENSP00000285018,152
ENSP00000001008,ENSP00000268206,166
ENSP00000001008,ENSP00000369027,574
ENSP00000001008,ENSP00000378669,270
ENSP00000001008,ENSP00000356104,232
ENSP00000001008,ENSP00000355028,538
ENSP00000001008,ENSP00000446007,176
ENSP00000001008,ENSP00000258770,416
ENSP00000001008,ENSP00000299001,152
ENSP00000001008,ENSP00000477781,201
ENSP00000001008,ENSP00000283195,236
ENSP00000001008,ENSP00000267953,428
ENSP00000001008,ENSP00000320171,237
ENSP00000001008,ENSP00000473172,430
ENSP00000001008,ENSP00000308741,184
ENSP00000001008,ENSP00000346389,209
ENSP00000001008,ENSP00000384517,185
ENSP00000001008,ENSP00000465992,150
ENSP00000001008,ENSP00000451406,225
ENSP00000001008,ENSP00000345917,206
ENSP00000001008,ENSP00000329654,181
ENSP00000001008,ENSP00000327191,194
ENSP00000001008,ENSP00000303057,517
ENSP00000001008,ENSP00000379901,215
ENSP00000001008,ENSP00000378324,164
ENSP00000001008,ENSP00000400142,159
ENSP00000001008,ENSP00000331901,315
ENSP00000001008,ENSP00000270142,281
ENSP00000001008,ENSP00000005226,163
ENSP00000001008,ENSP00000438388,252
ENSP00000001008,ENSP00000352603,559
ENSP00000001008,ENSP00000225927,167
ENSP00000001008,ENSP00000328854,158
ENSP00000001008,ENSP00000215793,167
ENSP00000001008,ENSP00000469223,224
ENSP00000001008,ENSP00000384018,208
ENSP00000001008,ENSP00000339063,197
ENSP00000001008,ENSP00000325239,235
ENSP00000001008,ENSP00000358635,401
ENSP00000001008,ENSP00000303511,163
ENSP00000001008,ENSP00000308332,152
ENSP00000001008,ENSP00000279146,291
ENSP00000001008,ENSP00000251768,177
ENSP00000001008,ENSP00000390651,192
ENSP00000001008,ENSP00000308595,211
ENSP00000001008,ENSP00000272418,201
ENSP00000001008,ENSP00000348596,198
ENSP00000001008,ENSP00000287295,167
ENSP00000001008,ENSP00000262103,196
ENSP00000001008,ENSP00000263826,263
ENSP00000001008,ENSP00000215832,918
ENSP00000001008,ENSP00000420306,185
