Protein,idx
ENSP00000405899,15804
ENSP00000322594,6987
ENSP00000349961,9436
ENSP00000216144,376
ENSP00000359222,10923
ENSP00000284629,4049
ENSP00000337746,8264
ENSP00000341206,8572
ENSP00000383234,14435
ENSP00000288071,4213
ENSP00000359680,11036
ENSP00000379396,13935
ENSP00000381461,14243
ENSP00000352282,9680
ENSP00000409231,15929
ENSP00000360806,11250
ENSP00000465734,18176
ENSP00000245312,1382
ENSP00000353731,9831
ENSP00000270570,3403
ENSP00000310003,6001
ENSP00000332656,7826
ENSP00000319817,6761
ENSP00000228825,886
ENSP00000009105,38
ENSP00000287936,4205
ENSP00000311905,6187
ENSP00000245934,1411
ENSP00000440288,17349
ENSP00000353820,9846
ENSP00000254051,1792
ENSP00000380553,14113
ENSP00000375855,13405
ENSP00000256458,1942
ENSP00000359130,10905
ENSP00000336740,8171
ENSP00000199447,226
ENSP00000473172,18447
ENSP00000281092,3865
ENSP00000281871,3905
ENSP00000263897,2787
ENSP00000347134,9133
ENSP00000449270,17687
ENSP00000234071,1070
ENSP00000431512,17009
ENSP00000336630,8158
ENSP00000216341,406
ENSP00000331831,7747
ENSP00000442682,17458
ENSP00000230124,951
ENSP00000367343,12445
ENSP00000459615,18020
ENSP00000431391,17002
ENSP00000380353,14083
ENSP00000345216,8945
ENSP00000387760,14951
ENSP00000371586,13088
ENSP00000307275,5761
ENSP00000355969,10230
ENSP00000397297,15399
ENSP00000293860,4495
ENSP00000301037,5164
ENSP00000369014,12695
ENSP00000259467,2161
ENSP00000264151,2837
ENSP00000354681,9962
ENSP00000438399,17274
ENSP00000358635,10802
ENSP00000359380,10956
ENSP00000314499,6384
ENSP00000381008,14179
ENSP00000435954,17176
ENSP00000310686,6072
ENSP00000212355,306
ENSP00000296051,4680
ENSP00000319651,6745
ENSP00000387246,14910
ENSP00000412237,16061
ENSP00000368887,12672
ENSP00000217958,488
ENSP00000377536,13641
ENSP00000334592,8026
ENSP00000319052,6699
ENSP00000345772,8997
ENSP00000357425,10544
ENSP00000369703,12811
ENSP00000373570,13237
ENSP00000344666,8892
ENSP00000377784,13679
ENSP00000468678,18275
ENSP00000330945,7665
ENSP00000262554,2560
ENSP00000260113,2201
ENSP00000363596,11841
ENSP00000270747,3415
ENSP00000480884,18905
ENSP00000258494,2094
ENSP00000255448,1889
ENSP00000295736,4639
ENSP00000358335,10744
ENSP00000362260,11563
ENSP00000381876,14302
ENSP00000284288,4032
ENSP00000305974,5630
ENSP00000305725,5609
ENSP00000346733,9097
ENSP00000303452,5414
ENSP00000319240,6716
ENSP00000380271,14067
ENSP00000370950,12995
ENSP00000326042,7261
ENSP00000287295,4172
ENSP00000253233,1747
ENSP00000225276,762
ENSP00000354558,9934
ENSP00000361298,11345
ENSP00000281589,3891
ENSP00000483814,19175
ENSP00000327459,7369
ENSP00000440005,17335
ENSP00000358582,10797
ENSP00000345917,9013
ENSP00000353224,9777
ENSP00000206542,278
ENSP00000264042,2821
ENSP00000419712,16480
ENSP00000358857,10850
ENSP00000007699,31
ENSP00000215754,329
ENSP00000378721,13825
ENSP00000392043,15148
ENSP00000352463,9700
ENSP00000392206,15156
ENSP00000274457,3589
ENSP00000238789,1177
ENSP00000480279,18837
ENSP00000427562,16823
ENSP00000315299,6435
ENSP00000317159,6552
ENSP00000334474,8018
ENSP00000275364,3638
ENSP00000336866,8189
ENSP00000358147,10710
ENSP00000358417,10756
ENSP00000256496,1946
ENSP00000326219,7270
ENSP00000359740,11049
ENSP00000377086,13585
ENSP00000234160,1073
ENSP00000422591,16640
ENSP00000369346,12741
ENSP00000158762,130
ENSP00000407552,15879
ENSP00000285039,4069
ENSP00000354432,9906
ENSP00000310565,6055
ENSP00000438547,17284
ENSP00000396593,15357
ENSP00000258149,2059
ENSP00000205557,270
ENSP00000244137,1337
ENSP00000401645,15613
ENSP00000256969,1977
ENSP00000239940,1215
ENSP00000346148,9039
ENSP00000335147,8088
ENSP00000262139,2471
ENSP00000278559,3749
ENSP00000282728,3962
ENSP00000353770,9840
ENSP00000358994,10878
ENSP00000351035,9541
ENSP00000358814,10841
ENSP00000304501,5508
ENSP00000429430,16919
ENSP00000323635,7066
ENSP00000341364,8593
ENSP00000386840,14857
ENSP00000345436,8966
ENSP00000304604,5514
ENSP00000483300,19122
ENSP00000454207,17854
ENSP00000400341,15541
ENSP00000339001,8360
ENSP00000370253,12900
ENSP00000356000,10237
ENSP00000260356,2226
ENSP00000292539,4429
ENSP00000347924,9220
ENSP00000288235,4224
ENSP00000222219,665
ENSP00000288943,4244
ENSP00000363970,11900
ENSP00000418009,16363
ENSP00000412673,16074
ENSP00000407193,15866
ENSP00000272317,3470
ENSP00000325562,7220
ENSP00000362773,11683
ENSP00000378736,13828
ENSP00000268679,3294
ENSP00000372023,13137
ENSP00000432083,17029
ENSP00000265131,3017
ENSP00000360475,11185
ENSP00000335615,8141
ENSP00000264741,2946
ENSP00000359206,10916
ENSP00000466090,18190
ENSP00000391669,15132
ENSP00000349181,9341
ENSP00000471635,18392
ENSP00000369604,12792
ENSP00000336783,8180
ENSP00000386959,14877
ENSP00000399970,15520
ENSP00000470087,18330
ENSP00000301146,5175
ENSP00000340465,8489
ENSP00000296271,4711
ENSP00000374399,13314
ENSP00000478752,18703
ENSP00000323670,7069
ENSP00000296474,4740
ENSP00000361107,11312
ENSP00000246337,1435
ENSP00000389277,15025
ENSP00000348419,9271
ENSP00000242261,1270
ENSP00000360916,11269
ENSP00000309092,5922
ENSP00000355533,10140
ENSP00000467271,18236
ENSP00000263257,2681
ENSP00000401907,15627
ENSP00000274545,3598
ENSP00000216297,402
ENSP00000262510,2553
ENSP00000243298,1302
ENSP00000364080,11921
ENSP00000332771,7841
ENSP00000380878,14157
ENSP00000240055,1216
ENSP00000216124,371
ENSP00000262746,2588
ENSP00000352834,9736
ENSP00000370521,12935
ENSP00000352516,9703
ENSP00000295113,4575
ENSP00000483631,19159
ENSP00000231420,988
ENSP00000352882,9740
ENSP00000231706,1001
ENSP00000347454,9166
ENSP00000373700,13255
ENSP00000354394,9900
ENSP00000355583,10150
ENSP00000334198,7985
ENSP00000334216,7986
ENSP00000484060,19191
ENSP00000466248,18196
ENSP00000223528,743
ENSP00000261835,2412
ENSP00000373600,13244
ENSP00000349543,9383
ENSP00000367939,12539
ENSP00000228468,869
ENSP00000311127,6109
ENSP00000237853,1151
ENSP00000366109,12237
ENSP00000362413,11603
ENSP00000300146,5095
ENSP00000290378,4315
ENSP00000324277,7122
ENSP00000276571,3686
ENSP00000480538,18872
ENSP00000259667,2172
ENSP00000338369,8313
ENSP00000362010,11499
ENSP00000334115,7972
ENSP00000321826,6925
ENSP00000419087,16428
ENSP00000201586,242
ENSP00000261167,2280
ENSP00000380256,14065
ENSP00000303532,5424
ENSP00000262741,2587
ENSP00000271715,3446
ENSP00000296350,4721
ENSP00000356102,10258
ENSP00000477602,18604
ENSP00000362082,11515
ENSP00000263038,2638
ENSP00000447942,17648
ENSP00000300433,5120
ENSP00000261304,2307
ENSP00000405926,15805
ENSP00000260363,2228
ENSP00000369497,12768
ENSP00000245479,1388
ENSP00000320949,6851
ENSP00000340913,8536
ENSP00000361057,11300
ENSP00000298248,4923
ENSP00000328118,7431
ENSP00000263246,2678
ENSP00000282841,3963
ENSP00000256367,1930
ENSP00000259512,2164
ENSP00000420387,16534
ENSP00000447378,17636
ENSP00000346088,9032
ENSP00000350032,9446
ENSP00000383866,14475
ENSP00000378868,13846
ENSP00000377954,13705
ENSP00000343223,8763
ENSP00000387159,14901
ENSP00000369293,12731
ENSP00000280551,3835
ENSP00000376658,13523
ENSP00000268876,3308
ENSP00000385720,14687
ENSP00000263202,2667
ENSP00000373518,13233
ENSP00000323580,7059
ENSP00000446007,17589
ENSP00000452762,17808
ENSP00000382628,14372
ENSP00000355899,10210
ENSP00000400500,15551
ENSP00000485659,19348
ENSP00000157812,127
ENSP00000253083,1736
ENSP00000392147,15153
ENSP00000309376,5945
ENSP00000347883,9215
ENSP00000315659,6463
ENSP00000264382,2880
ENSP00000264954,2978
ENSP00000361162,11322
ENSP00000357564,10569
ENSP00000269576,3353
ENSP00000362330,11581
ENSP00000428340,16862
ENSP00000263370,2702
ENSP00000311579,6158
ENSP00000410964,16004
ENSP00000265080,3008
ENSP00000262461,2544
ENSP00000303754,5438
ENSP00000296490,4743
ENSP00000388825,14994
ENSP00000257548,2005
ENSP00000217381,471
ENSP00000408979,15920
ENSP00000249923,1568
ENSP00000359398,10963
ENSP00000320794,6836
ENSP00000343144,8756
ENSP00000371212,13032
ENSP00000359100,10900
ENSP00000307939,5822
ENSP00000411152,16018
ENSP00000408860,15918
ENSP00000479618,18781
ENSP00000313423,6310
ENSP00000358867,10854
ENSP00000308595,5879
ENSP00000372221,13156
ENSP00000336799,8182
ENSP00000312107,6202
ENSP00000363377,11793
ENSP00000441875,17418
ENSP00000364293,11958
ENSP00000300087,5083
ENSP00000218099,499
ENSP00000321537,6902
ENSP00000439913,17332
ENSP00000285930,4104
ENSP00000360167,11120
ENSP00000386665,14835
ENSP00000380308,14072
ENSP00000254090,1796
ENSP00000216200,383
ENSP00000359300,10937
ENSP00000271971,3452
ENSP00000301200,5182
ENSP00000238508,1162
ENSP00000443459,17493
ENSP00000294304,4518
ENSP00000344831,8908
ENSP00000242465,1276
ENSP00000359151,10908
ENSP00000261900,2434
ENSP00000244007,1329
ENSP00000267257,3206
ENSP00000305919,5625
ENSP00000328901,7503
ENSP00000373472,13228
ENSP00000377836,13691
ENSP00000367891,12529
ENSP00000381758,14286
ENSP00000285208,4076
ENSP00000236192,1118
ENSP00000264183,2845
ENSP00000339801,8433
ENSP00000478755,18705
ENSP00000305372,5572
ENSP00000365926,12215
ENSP00000343001,8744
ENSP00000387641,14941
ENSP00000420161,16508
ENSP00000310303,6029
ENSP00000349856,9420
ENSP00000353401,9796
ENSP00000297494,4862
ENSP00000299563,5032
ENSP00000410811,15993
ENSP00000277541,3715
ENSP00000301286,5194
ENSP00000263774,2768
ENSP00000225724,787
ENSP00000363135,11752
ENSP00000306425,5672
ENSP00000350256,9469
ENSP00000358831,10845
ENSP00000384886,14604
ENSP00000246957,1461
ENSP00000270142,3382
ENSP00000299882,5065
ENSP00000388648,14986
ENSP00000368813,12660
ENSP00000346120,9035
ENSP00000369442,12763
ENSP00000285398,4085
ENSP00000454770,17878
ENSP00000347379,9156
ENSP00000298746,4970
ENSP00000453281,17828
ENSP00000468837,18281
ENSP00000317404,6575
ENSP00000303522,5422
ENSP00000340943,8540
ENSP00000352069,9654
ENSP00000363976,11903
ENSP00000389709,15046
ENSP00000356967,10444
ENSP00000418070,16365
ENSP00000261497,2343
ENSP00000252603,1696
ENSP00000285518,4090
ENSP00000379346,13920
ENSP00000238256,1159
ENSP00000301175,5178
ENSP00000310572,6056
ENSP00000381293,14227
ENSP00000356224,10288
ENSP00000349456,9371
ENSP00000375639,13378
ENSP00000258499,2095
ENSP00000373979,13277
ENSP00000256545,1951
ENSP00000484056,19190
ENSP00000274008,3562
ENSP00000308576,5875
ENSP00000261837,2413
ENSP00000348753,9302
ENSP00000275016,3626
ENSP00000349493,9378
ENSP00000216218,386
ENSP00000252723,1704
ENSP00000466880,18216
ENSP00000240333,1226
ENSP00000264718,2942
ENSP00000240285,1222
ENSP00000250495,1589
ENSP00000373586,13242
ENSP00000439250,17309
ENSP00000358698,10808
ENSP00000282272,3931
ENSP00000218388,508
ENSP00000331470,7708
ENSP00000309477,5956
ENSP00000370242,12899
ENSP00000366604,12321
ENSP00000451112,17748
ENSP00000425587,16746
ENSP00000352138,9660
ENSP00000350719,9518
ENSP00000362513,11622
ENSP00000384192,14514
ENSP00000312286,6221
ENSP00000274938,3622
ENSP00000341826,8635
ENSP00000377001,13566
ENSP00000402152,15642
ENSP00000360252,11140
ENSP00000274140,3570
ENSP00000278715,3758
ENSP00000449241,17685
ENSP00000362946,11715
ENSP00000265322,3037
ENSP00000316948,6543
ENSP00000380869,14153
ENSP00000239891,1211
ENSP00000480707,18887
ENSP00000263094,2651
ENSP00000428205,16848
ENSP00000326267,7282
ENSP00000282561,3954
ENSP00000247225,1473
ENSP00000312411,6236
ENSP00000308032,5834
ENSP00000324511,7137
ENSP00000357873,10655
ENSP00000335357,8111
ENSP00000261937,2438
ENSP00000393097,15200
ENSP00000395535,15318
ENSP00000261205,2291
ENSP00000387185,14905
ENSP00000413156,16101
ENSP00000294016,4506
ENSP00000333401,7900
ENSP00000368766,12650
ENSP00000296473,4739
ENSP00000420714,16556
ENSP00000378324,13766
ENSP00000368066,12552
ENSP00000326261,7281
ENSP00000358059,10692
ENSP00000265077,3007
ENSP00000446917,17622
ENSP00000262367,2520
ENSP00000263946,2796
ENSP00000354669,9959
ENSP00000396620,15359
ENSP00000271308,3427
ENSP00000462116,18059
ENSP00000359410,10966
ENSP00000177694,183
ENSP00000255389,1885
ENSP00000261381,2321
ENSP00000350024,9445
ENSP00000363822,11879
ENSP00000360120,11106
ENSP00000376453,13494
ENSP00000254605,1821
ENSP00000484121,19196
ENSP00000467290,18238
ENSP00000367545,12473
ENSP00000249442,1553
ENSP00000262103,2461
ENSP00000366280,12265
ENSP00000366679,12334
ENSP00000300692,5141
ENSP00000263574,2727
ENSP00000380517,14109
ENSP00000366084,12233
ENSP00000402515,15659
ENSP00000314214,6371
ENSP00000419184,16437
ENSP00000272217,3462
ENSP00000280612,3840
ENSP00000263088,2648
ENSP00000443551,17495
ENSP00000471463,18381
ENSP00000384193,14515
ENSP00000306752,5701
ENSP00000367882,12526
ENSP00000371548,13082
ENSP00000218089,498
ENSP00000318799,6671
ENSP00000258341,2073
ENSP00000392500,15177
ENSP00000287097,4162
ENSP00000481021,18921
ENSP00000393066,15199
ENSP00000354522,9927
ENSP00000386857,14859
ENSP00000444986,17549
ENSP00000360793,11246
ENSP00000324806,7163
ENSP00000349486,9376
ENSP00000264400,2884
ENSP00000342502,8705
ENSP00000369027,12697
ENSP00000228251,860
ENSP00000329002,7513
ENSP00000318997,6695
ENSP00000381654,14275
ENSP00000362036,11504
ENSP00000332576,7817
ENSP00000385834,14707
ENSP00000251535,1634
ENSP00000266058,3135
ENSP00000381736,14284
ENSP00000267750,3232
ENSP00000304353,5495
ENSP00000306754,5702
ENSP00000426909,16794
ENSP00000381958,14309
ENSP00000239440,1197
ENSP00000355140,10058
ENSP00000260643,2248
ENSP00000346067,9030
ENSP00000433295,17078
ENSP00000223095,722
ENSP00000301072,5173
ENSP00000262613,2566
ENSP00000398401,15444
ENSP00000261973,2441
ENSP00000005587,20
ENSP00000222374,679
ENSP00000462468,18069
ENSP00000229268,911
ENSP00000274026,3564
ENSP00000346768,9099
ENSP00000454038,17849
ENSP00000261416,2328
ENSP00000366434,12296
ENSP00000306920,5722
ENSP00000420040,16500
ENSP00000264316,2868
ENSP00000431287,16999
ENSP00000378917,13854
ENSP00000478479,18678
ENSP00000316152,6492
ENSP00000338413,8315
ENSP00000262942,2622
ENSP00000348714,9298
ENSP00000341483,8598
ENSP00000379802,13992
ENSP00000405068,15770
ENSP00000385684,14683
ENSP00000466897,18217
ENSP00000356465,10341
ENSP00000364979,12075
ENSP00000323856,7086
ENSP00000220592,578
ENSP00000481934,18994
ENSP00000309124,5926
ENSP00000387662,14943
ENSP00000375086,13339
ENSP00000398637,15462
ENSP00000244769,1369
ENSP00000350369,9486
ENSP00000402758,15670
ENSP00000379183,13894
ENSP00000442656,17457
ENSP00000256737,1964
ENSP00000357051,10466
ENSP00000333926,7946
ENSP00000246194,1433
ENSP00000442924,17468
ENSP00000362634,11650
ENSP00000383118,14421
ENSP00000269346,3337
ENSP00000361540,11384
ENSP00000418532,16387
ENSP00000385923,14716
ENSP00000380150,14049
ENSP00000379201,13896
ENSP00000256996,1978
ENSP00000378294,13757
ENSP00000261716,2388
ENSP00000341565,8609
ENSP00000475084,18506
ENSP00000338864,8353
ENSP00000296027,4675
ENSP00000347942,9223
ENSP00000278379,3739
ENSP00000264951,2976
ENSP00000359778,11051
ENSP00000263733,2761
ENSP00000337383,8229
ENSP00000258455,2090
ENSP00000344855,8910
ENSP00000351132,9551
ENSP00000249749,1560
ENSP00000256366,1929
ENSP00000332973,7860
ENSP00000264607,2913
ENSP00000295453,4607
ENSP00000248958,1530
ENSP00000360116,11105
ENSP00000353444,9800
ENSP00000298552,4953
ENSP00000326699,7317
ENSP00000264220,2851
ENSP00000377914,13699
ENSP00000266679,3177
ENSP00000285311,4081
ENSP00000307479,5776
ENSP00000323872,7089
ENSP00000445772,17579
ENSP00000423777,16680
ENSP00000355541,10142
ENSP00000360124,11107
ENSP00000431445,17006
ENSP00000272067,3453
ENSP00000338348,8311
ENSP00000381740,14285
ENSP00000256997,1979
ENSP00000363229,11766
ENSP00000270176,3385
ENSP00000268035,3252
ENSP00000267339,3213
ENSP00000327589,7385
ENSP00000446093,17592
ENSP00000354960,10025
ENSP00000253024,1728
ENSP00000320563,6824
ENSP00000420211,16517
ENSP00000267202,3204
ENSP00000378485,13796
ENSP00000245503,1389
ENSP00000254654,1826
ENSP00000341905,8641
ENSP00000427463,16818
ENSP00000223500,742
ENSP00000394183,15263
ENSP00000215829,335
ENSP00000370812,12980
ENSP00000417517,16322
ENSP00000460871,18036
ENSP00000252071,1662
ENSP00000349877,9423
ENSP00000290943,4347
ENSP00000379339,13919
ENSP00000297792,4891
ENSP00000342056,8662
ENSP00000416658,16256
ENSP00000363746,11866
ENSP00000367029,12385
ENSP00000480499,18868
ENSP00000290866,4341
ENSP00000326159,7267
ENSP00000231238,986
ENSP00000294288,4517
ENSP00000359444,10973
ENSP00000302846,5354
ENSP00000347665,9186
ENSP00000362105,11521
ENSP00000227266,840
ENSP00000386380,14793
ENSP00000261503,2345
ENSP00000297540,4870
ENSP00000291442,4360
ENSP00000181383,190
ENSP00000358301,10736
ENSP00000425658,16748
ENSP00000313398,6307
ENSP00000362390,11596
ENSP00000231449,989
ENSP00000348838,9309
ENSP00000360247,11138
ENSP00000313600,6321
ENSP00000282412,3945
ENSP00000234296,1078
ENSP00000180166,188
ENSP00000357869,10654
ENSP00000370517,12933
ENSP00000349547,9384
ENSP00000265967,3121
ENSP00000417182,16290
ENSP00000378699,13821
ENSP00000473474,18461
ENSP00000355986,10232
ENSP00000304292,5491
ENSP00000383402,14450
ENSP00000215071,310
ENSP00000366915,12359
ENSP00000418259,16374
ENSP00000340274,8471
ENSP00000477815,18623
ENSP00000265316,3036
ENSP00000297323,4845
ENSP00000483721,19166
ENSP00000346032,9025
ENSP00000350090,9455
ENSP00000216367,408
ENSP00000396755,15370
ENSP00000411848,16047
ENSP00000368458,12603
ENSP00000297689,4884
ENSP00000348089,9241
ENSP00000258772,2108
ENSP00000274289,3578
ENSP00000363571,11836
ENSP00000475168,18508
ENSP00000311121,6107
ENSP00000252804,1709
ENSP00000247271,1476
ENSP00000263851,2781
ENSP00000353292,9784
ENSP00000307046,5733
ENSP00000289119,4251
ENSP00000216160,377
ENSP00000394888,15295
ENSP00000379386,13933
ENSP00000435096,17142
ENSP00000354478,9913
ENSP00000485615,19340
ENSP00000354778,9985
ENSP00000318094,6622
ENSP00000445175,17558
ENSP00000217515,482
ENSP00000386394,14796
ENSP00000428489,16868
ENSP00000354878,10005
ENSP00000332756,7838
ENSP00000371661,13098
ENSP00000419782,16485
ENSP00000377582,13650
ENSP00000296412,4726
ENSP00000296782,4788
ENSP00000264613,2914
ENSP00000238651,1170
ENSP00000367028,12384
ENSP00000248572,1516
ENSP00000298832,4974
ENSP00000364694,12027
ENSP00000458770,18004
ENSP00000223023,717
ENSP00000310901,6094
ENSP00000379204,13898
ENSP00000220420,569
ENSP00000366819,12346
ENSP00000368164,12565
ENSP00000312185,6210
ENSP00000355094,10052
ENSP00000255189,1872
ENSP00000321679,6911
ENSP00000378635,13815
ENSP00000320893,6845
ENSP00000311713,6172
ENSP00000307491,5777
ENSP00000367064,12393
ENSP00000346001,9021
ENSP00000332444,7804
ENSP00000362566,11634
ENSP00000356746,10399
ENSP00000166345,155
ENSP00000352527,9705
ENSP00000260682,2253
ENSP00000353874,9854
ENSP00000260130,2207
ENSP00000422753,16644
ENSP00000432816,17061
ENSP00000290158,4294
ENSP00000296785,4789
ENSP00000357787,10633
ENSP00000464893,18150
ENSP00000219400,541
ENSP00000457243,17959
ENSP00000477567,18598
ENSP00000263578,2729
ENSP00000399415,15491
ENSP00000250124,1577
ENSP00000299759,5054
ENSP00000317469,6580
ENSP00000419970,16494
ENSP00000439985,17334
ENSP00000326342,7290
ENSP00000439601,17324
ENSP00000297990,4904
ENSP00000364586,12003
ENSP00000216024,352
ENSP00000354532,9929
ENSP00000294119,4511
ENSP00000396045,15334
ENSP00000443631,17497
ENSP00000376943,13559
ENSP00000450353,17712
ENSP00000325377,7205
ENSP00000348888,9314
ENSP00000345853,9009
ENSP00000257570,2010
ENSP00000370299,12907
ENSP00000365227,12111
ENSP00000368920,12675
ENSP00000330606,7643
ENSP00000323714,7075
ENSP00000332766,7840
ENSP00000261015,2272
ENSP00000364448,11976
ENSP00000254029,1789
ENSP00000379256,13907
ENSP00000347507,9172
ENSP00000374323,13305
ENSP00000379602,13960
ENSP00000251127,1609
ENSP00000261177,2283
ENSP00000377640,13656
ENSP00000422907,16647
ENSP00000233078,1032
ENSP00000255006,1858
ENSP00000275216,3633
ENSP00000323588,7062
ENSP00000371790,13110
ENSP00000299821,5058
ENSP00000215565,316
ENSP00000342105,8666
ENSP00000350224,9466
ENSP00000364801,12042
ENSP00000370781,12975
ENSP00000225567,777
ENSP00000273550,3538
ENSP00000346931,9114
ENSP00000285871,4100
ENSP00000223366,738
ENSP00000368253,12577
ENSP00000361263,11337
ENSP00000416996,16274
ENSP00000327054,7340
ENSP00000371101,13017
ENSP00000221114,597
ENSP00000246166,1430
ENSP00000310301,6028
ENSP00000311747,6175
ENSP00000223136,726
ENSP00000418842,16411
ENSP00000329097,7518
ENSP00000346453,9067
ENSP00000269886,3369
ENSP00000358072,10697
ENSP00000385090,14632
ENSP00000255882,1905
ENSP00000286175,4115
ENSP00000206513,277
ENSP00000261267,2302
ENSP00000350348,9481
ENSP00000363136,11753
ENSP00000378957,13857
ENSP00000243457,1311
ENSP00000280614,3841
ENSP00000417498,16319
ENSP00000349960,9435
ENSP00000344456,8871
ENSP00000420617,16551
ENSP00000158771,131
ENSP00000440485,17358
ENSP00000274813,3619
ENSP00000331849,7750
ENSP00000341539,8603
ENSP00000284425,4038
ENSP00000365858,12205
ENSP00000310593,6059
ENSP00000461945,18054
ENSP00000309270,5939
ENSP00000376608,13517
ENSP00000362935,11711
ENSP00000261883,2426
ENSP00000417142,16287
ENSP00000263967,2801
ENSP00000263665,2746
ENSP00000270593,3407
ENSP00000360020,11089
ENSP00000400717,15558
ENSP00000362463,11612
ENSP00000252505,1684
ENSP00000240662,1240
ENSP00000310305,6030
ENSP00000324173,7112
ENSP00000361411,11364
ENSP00000420306,16527
ENSP00000363993,11907
ENSP00000265641,3081
ENSP00000339389,8396
ENSP00000378356,13773
ENSP00000320543,6822
ENSP00000485444,19313
ENSP00000264709,2936
ENSP00000360002,11087
ENSP00000380019,14027
ENSP00000273047,3508
ENSP00000317128,6550
ENSP00000350409,9492
ENSP00000218104,500
ENSP00000302564,5318
ENSP00000309591,5972
ENSP00000366826,12347
ENSP00000364805,12044
ENSP00000379503,13951
ENSP00000300658,5138
ENSP00000393275,15213
ENSP00000477639,18607
ENSP00000229239,907
ENSP00000252483,1681
ENSP00000469689,18316
ENSP00000288840,4240
ENSP00000406861,15852
ENSP00000234701,1092
ENSP00000268919,3310
ENSP00000331342,7697
ENSP00000316809,6532
ENSP00000276651,3692
ENSP00000396747,15368
ENSP00000239938,1214
ENSP00000248975,1531
ENSP00000382323,14343
ENSP00000372035,13138
ENSP00000466898,18218
ENSP00000322390,6968
ENSP00000247933,1489
ENSP00000259818,2182
ENSP00000450614,17725
ENSP00000375844,13403
ENSP00000263239,2676
ENSP00000339484,8406
ENSP00000384369,14540
ENSP00000328287,7452
ENSP00000417638,16336
ENSP00000332118,7773
ENSP00000354623,9950
ENSP00000441158,17387
ENSP00000351990,9649
ENSP00000310688,6073
ENSP00000216225,388
ENSP00000334801,8041
ENSP00000263800,2774
ENSP00000361007,11288
ENSP00000234392,1084
ENSP00000280871,3852
ENSP00000478783,18707
ENSP00000362115,11527
ENSP00000347754,9201
ENSP00000347836,9210
ENSP00000356134,10270
ENSP00000337261,8219
ENSP00000312506,6244
ENSP00000261366,2316
ENSP00000332296,7793
ENSP00000361662,11415
ENSP00000373347,13217
ENSP00000437402,17226
ENSP00000256594,1955
ENSP00000258201,2065
ENSP00000408910,15919
ENSP00000232603,1018
ENSP00000485589,19336
ENSP00000329933,7589
ENSP00000399229,15485
ENSP00000264028,2815
ENSP00000358089,10699
ENSP00000313199,6298
ENSP00000005226,13
ENSP00000396688,15364
ENSP00000357480,10557
ENSP00000371634,13095
ENSP00000478257,18657
ENSP00000215909,345
ENSP00000380837,14148
ENSP00000360644,11220
ENSP00000353270,9783
ENSP00000266304,3150
ENSP00000306157,5650
ENSP00000309431,5950
ENSP00000352738,9731
ENSP00000313854,6338
ENSP00000355180,10066
ENSP00000331902,7756
ENSP00000019317,59
ENSP00000393324,15218
ENSP00000387536,14937
ENSP00000318057,6617
ENSP00000374069,13284
ENSP00000371897,13125
ENSP00000436767,17205
ENSP00000345494,8974
ENSP00000361143,11318
ENSP00000252744,1706
ENSP00000485326,19299
ENSP00000452454,17800
ENSP00000283921,4012
ENSP00000361982,11494
ENSP00000388510,14979
ENSP00000369436,12760
ENSP00000369689,12807
ENSP00000313454,6314
ENSP00000261479,2339
ENSP00000354376,9897
ENSP00000324628,7147
ENSP00000305355,5571
ENSP00000285670,4094
ENSP00000361667,11419
ENSP00000372210,13155
ENSP00000347792,9204
ENSP00000221130,598
ENSP00000344786,8900
ENSP00000409346,15934
ENSP00000392094,15151
ENSP00000392423,15173
ENSP00000441831,17414
ENSP00000411831,16046
ENSP00000263212,2672
ENSP00000364277,11956
ENSP00000298355,4939
ENSP00000436786,17209
ENSP00000306983,5725
ENSP00000308461,5865
ENSP00000450838,17731
ENSP00000371253,13038
ENSP00000461388,18046
ENSP00000380334,14078
ENSP00000357669,10593
ENSP00000301585,5226
ENSP00000308815,5902
ENSP00000316357,6501
ENSP00000222305,675
ENSP00000349252,9347
ENSP00000258787,2111
ENSP00000376946,13561
ENSP00000160827,138
ENSP00000385735,14691
ENSP00000259750,2177
ENSP00000386485,14808
ENSP00000291565,4373
ENSP00000386458,14807
ENSP00000302485,5310
ENSP00000398736,15467
ENSP00000377796,13682
ENSP00000336764,8177
ENSP00000273130,3515
ENSP00000347416,9159
ENSP00000259708,2173
ENSP00000216117,368
ENSP00000314030,6356
ENSP00000311469,6145
ENSP00000418915,16415
ENSP00000302150,5281
ENSP00000264156,2838
ENSP00000398273,15441
ENSP00000273359,3530
ENSP00000292427,4418
ENSP00000222330,677
ENSP00000379176,13892
ENSP00000387356,14925
ENSP00000481096,18931
ENSP00000466937,18221
ENSP00000470801,18358
ENSP00000363117,11746
ENSP00000400906,15571
ENSP00000464814,18147
ENSP00000346155,9041
ENSP00000261558,2356
ENSP00000358525,10782
ENSP00000287916,4203
ENSP00000349891,9425
ENSP00000248600,1519
ENSP00000342295,8689
ENSP00000343742,8809
ENSP00000385721,14688
ENSP00000262812,2598
ENSP00000349932,9431
ENSP00000403932,15717
ENSP00000417185,16292
ENSP00000414302,16145
ENSP00000002829,7
ENSP00000370201,12891
ENSP00000298630,4960
ENSP00000265372,3050
ENSP00000328083,7427
ENSP00000305480,5584
ENSP00000378350,13772
ENSP00000292377,4414
ENSP00000359297,10936
ENSP00000355689,10176
ENSP00000268182,3269
ENSP00000375586,13372
