Protein,idx
ENSP00000346550,9078
ENSP00000377948,13704
ENSP00000313007,6285
ENSP00000178640,186
ENSP00000375730,13389
ENSP00000229264,909
ENSP00000388337,14975
ENSP00000362207,11556
ENSP00000285968,4107
ENSP00000384794,14593
ENSP00000263278,2688
ENSP00000340823,8527
ENSP00000363345,11788
ENSP00000356607,10375
ENSP00000354490,9918
ENSP00000175506,178
ENSP00000387435,14931
ENSP00000261263,2301
ENSP00000254108,1798
ENSP00000382684,14376
ENSP00000381773,14289
ENSP00000237530,1142
ENSP00000337688,8255
ENSP00000305221,5561
ENSP00000369716,12812
ENSP00000351159,9558
ENSP00000352995,9752
ENSP00000306362,5666
ENSP00000386207,14765
ENSP00000308541,5872
ENSP00000363371,11792
ENSP00000194214,213
ENSP00000243924,1326
ENSP00000365773,12192
ENSP00000304004,5463
ENSP00000364995,12079
ENSP00000227451,844
ENSP00000483667,19161
ENSP00000282249,3929
ENSP00000341562,8607
ENSP00000209929,292
ENSP00000226317,821
ENSP00000258739,2105
ENSP00000317842,6602
ENSP00000282296,3935
ENSP00000463574,18109
ENSP00000320117,6781
ENSP00000366956,12371
ENSP00000323076,7025
ENSP00000376272,13457
ENSP00000292807,4444
ENSP00000270800,3418
ENSP00000333664,7919
ENSP00000302599,5323
ENSP00000296028,4676
ENSP00000310861,6091
ENSP00000420321,16530
ENSP00000390331,15075
ENSP00000313581,6319
ENSP00000364699,12028
ENSP00000262435,2537
ENSP00000345575,8980
ENSP00000277865,3721
ENSP00000232975,1026
ENSP00000366974,12374
ENSP00000466967,18223
ENSP00000296145,4698
ENSP00000287598,4185
ENSP00000317580,6587
ENSP00000367787,12509
ENSP00000265354,3046
ENSP00000356150,10273
ENSP00000223321,734
ENSP00000303584,5432
ENSP00000446252,17602
ENSP00000278483,3745
ENSP00000240316,1224
ENSP00000358596,10799
ENSP00000248901,1526
ENSP00000404570,15752
ENSP00000482835,19089
ENSP00000466009,18184
ENSP00000365807,12196
ENSP00000368119,12559
ENSP00000434442,17121
ENSP00000263464,2720
ENSP00000283179,3980
ENSP00000258415,2082
ENSP00000353346,9790
ENSP00000357766,10625
ENSP00000385035,14627
ENSP00000480824,18898
ENSP00000433109,17069
ENSP00000232888,1022
ENSP00000424827,16724
ENSP00000260102,2200
ENSP00000362863,11700
ENSP00000413496,16112
ENSP00000481321,18948
ENSP00000433560,17091
ENSP00000333212,7879
ENSP00000360985,11280
ENSP00000226004,806
ENSP00000356563,10363
ENSP00000310832,6087
ENSP00000345179,8941
ENSP00000376178,13445
ENSP00000331103,7675
ENSP00000354251,9887
ENSP00000398350,15443
ENSP00000256592,1953
ENSP00000282878,3966
ENSP00000377833,13690
ENSP00000318147,6628
ENSP00000264710,2937
ENSP00000307297,5765
ENSP00000333568,7911
ENSP00000304268,5486
ENSP00000312981,6280
ENSP00000254325,1810
ENSP00000416534,16251
ENSP00000245323,1383
ENSP00000328551,7480
ENSP00000479106,18734
ENSP00000306625,5691
ENSP00000259241,2143
ENSP00000387882,14955
ENSP00000324105,7107
ENSP00000270538,3401
ENSP00000313811,6333
ENSP00000472929,18433
ENSP00000265271,3031
ENSP00000391723,15135
ENSP00000402338,15649
ENSP00000295731,4638
ENSP00000353741,9836
ENSP00000483453,19137
ENSP00000173229,172
ENSP00000467176,18232
ENSP00000319281,6721
ENSP00000316891,6537
ENSP00000366413,12293
ENSP00000264414,2885
ENSP00000353720,9830
ENSP00000333326,7892
ENSP00000386029,14726
ENSP00000223167,728
ENSP00000329418,7546
ENSP00000359991,11086
ENSP00000377970,13708
ENSP00000330694,7648
ENSP00000297623,4878
ENSP00000362409,11601
ENSP00000376765,13530
ENSP00000251595,1638
ENSP00000265563,3071
ENSP00000379430,13938
ENSP00000260970,2268
ENSP00000263270,2685
ENSP00000253079,1735
ENSP00000296526,4755
ENSP00000339245,8381
ENSP00000349298,9353
ENSP00000256079,1912
ENSP00000309052,5920
ENSP00000334538,8020
ENSP00000346729,9096
ENSP00000360664,11223
ENSP00000247461,1478
ENSP00000385995,14723
ENSP00000273986,3560
ENSP00000379818,13995
ENSP00000299767,5056
ENSP00000355471,10127
ENSP00000371201,13030
ENSP00000262395,2526
ENSP00000229812,939
ENSP00000259607,2168
ENSP00000342850,8733
ENSP00000334642,8028
ENSP00000380227,14059
ENSP00000384588,14566
ENSP00000261797,2406
ENSP00000219548,551
ENSP00000470142,18332
ENSP00000417132,16285
ENSP00000412763,16079
ENSP00000362744,11675
ENSP00000349588,9390
ENSP00000369921,12849
ENSP00000341737,8623
ENSP00000416125,16233
ENSP00000236959,1128
ENSP00000356405,10327
ENSP00000304783,5527
ENSP00000221138,600
ENSP00000321617,6908
ENSP00000301391,5205
ENSP00000308369,5860
ENSP00000352208,9669
ENSP00000384370,14541
ENSP00000383923,14484
ENSP00000367197,12418
ENSP00000335040,8076
ENSP00000294312,4520
ENSP00000351933,9644
ENSP00000265560,3069
ENSP00000480703,18886
ENSP00000302297,5297
ENSP00000381565,14260
ENSP00000343535,8789
ENSP00000297044,4813
ENSP00000348944,9319
ENSP00000364635,12016
ENSP00000291295,4357
ENSP00000313601,6322
ENSP00000216185,381
ENSP00000418194,16372
ENSP00000420514,16544
ENSP00000239223,1190
ENSP00000324827,7165
ENSP00000263904,2788
ENSP00000288368,4226
ENSP00000304854,5534
ENSP00000262525,2556
ENSP00000261839,2414
ENSP00000269214,3328
ENSP00000409906,15949
ENSP00000007414,30
ENSP00000415491,16206
ENSP00000325448,7211
ENSP00000354085,9871
ENSP00000430774,16975
ENSP00000376410,13484
ENSP00000308452,5864
ENSP00000358723,10815
ENSP00000363216,11763
ENSP00000330382,7624
ENSP00000376443,13492
ENSP00000379762,13989
ENSP00000263238,2675
ENSP00000480660,18885
ENSP00000364649,12019
ENSP00000357384,10538
ENSP00000296026,4674
ENSP00000256953,1975
ENSP00000286317,4122
ENSP00000263116,2656
ENSP00000302935,5366
ENSP00000360718,11235
ENSP00000341442,8597
ENSP00000369198,12718
ENSP00000362687,11661
ENSP00000343244,8765
ENSP00000332369,7797
ENSP00000431808,17017
ENSP00000468367,18269
ENSP00000263433,2718
ENSP00000303211,5395
ENSP00000378105,13724
ENSP00000355629,10164
ENSP00000483495,19145
ENSP00000380514,14107
ENSP00000273398,3534
ENSP00000480853,18904
ENSP00000371152,13023
ENSP00000230658,965
ENSP00000234170,1074
ENSP00000346160,9043
ENSP00000448228,17661
ENSP00000434033,17109
ENSP00000394842,15292
ENSP00000265709,3088
ENSP00000253382,1758
ENSP00000220849,591
ENSP00000342924,8736
ENSP00000273814,3548
ENSP00000356652,10382
ENSP00000340609,8508
ENSP00000359077,10895
ENSP00000265512,3068
ENSP00000429824,16934
ENSP00000367220,12425
ENSP00000354791,9987
ENSP00000345656,8983
ENSP00000343126,8753
ENSP00000350928,9531
ENSP00000338673,8334
ENSP00000297157,4826
ENSP00000394863,15293
ENSP00000339404,8399
ENSP00000264972,2981
ENSP00000366565,12318
ENSP00000339115,8370
ENSP00000237163,1132
ENSP00000305702,5606
ENSP00000054666,90
ENSP00000264255,2861
ENSP00000418082,16367
ENSP00000448035,17650
ENSP00000296255,4708
ENSP00000262288,2500
ENSP00000403042,15677
ENSP00000321976,6936
ENSP00000471299,18374
ENSP00000320130,6782
ENSP00000341625,8614
ENSP00000345206,8944
ENSP00000442053,17429
ENSP00000249356,1548
ENSP00000361400,11362
ENSP00000274217,3573
ENSP00000281419,3880
ENSP00000355384,10105
ENSP00000318351,6644
ENSP00000284885,4061
ENSP00000445043,17552
ENSP00000368917,12674
ENSP00000324532,7139
ENSP00000436679,17201
ENSP00000308179,5840
ENSP00000347244,9148
ENSP00000337335,8222
ENSP00000346508,9073
ENSP00000263934,2795
ENSP00000216274,398
ENSP00000265715,3089
ENSP00000343701,8806
ENSP00000429473,16920
ENSP00000380378,14085
ENSP00000413908,16128
ENSP00000378074,13721
ENSP00000355082,10048
ENSP00000401749,15619
ENSP00000247668,1481
ENSP00000346080,9031
ENSP00000377668,13659
ENSP00000279281,3798
ENSP00000332340,7795
ENSP00000306999,5728
ENSP00000370213,12893
ENSP00000355388,10108
ENSP00000301455,5213
ENSP00000295256,4592
ENSP00000263125,2658
ENSP00000358909,10863
ENSP00000383178,14425
ENSP00000347872,9214
ENSP00000311427,6138
ENSP00000347198,9142
ENSP00000269844,3364
ENSP00000264071,2827
ENSP00000341013,8550
ENSP00000294339,4522
ENSP00000462963,18082
ENSP00000221543,627
ENSP00000329292,7536
ENSP00000374529,13325
ENSP00000306163,5651
ENSP00000263073,2644
ENSP00000185206,200
ENSP00000261708,2385
ENSP00000264363,2875
ENSP00000265866,3111
ENSP00000371200,13029
ENSP00000365757,12191
ENSP00000204726,263
ENSP00000261047,2277
ENSP00000272203,3461
ENSP00000353670,9827
ENSP00000265843,3108
ENSP00000286628,4138
ENSP00000485663,19349
ENSP00000358126,10707
ENSP00000356448,10340
ENSP00000222803,711
ENSP00000316329,6498
ENSP00000256078,1911
ENSP00000304767,5524
ENSP00000373312,13211
ENSP00000236495,1120
ENSP00000342962,8740
ENSP00000273450,3535
ENSP00000324792,7160
ENSP00000222390,683
ENSP00000369682,12806
ENSP00000260983,2269
ENSP00000261534,2353
ENSP00000360642,11219
ENSP00000344173,8841
ENSP00000296417,4727
ENSP00000215882,340
ENSP00000461269,18041
ENSP00000251143,1610
ENSP00000176183,180
ENSP00000344635,8890
ENSP00000258383,2075
ENSP00000362547,11626
ENSP00000342026,8661
ENSP00000404100,15726
ENSP00000372155,13146
ENSP00000447431,17637
ENSP00000355925,10218
ENSP00000362480,11617
ENSP00000358695,10806
ENSP00000449428,17692
ENSP00000360645,11221
ENSP00000428426,16866
ENSP00000311095,6106
ENSP00000267291,3210
ENSP00000322640,6991
ENSP00000364235,11945
ENSP00000254854,1845
ENSP00000383364,14442
ENSP00000338573,8325
ENSP00000358421,10757
ENSP00000243077,1296
ENSP00000354927,10019
ENSP00000440207,17344
ENSP00000358464,10763
ENSP00000297293,4841
ENSP00000261407,2327
ENSP00000426191,16770
ENSP00000278025,3725
ENSP00000261183,2285
ENSP00000358501,10775
ENSP00000233893,1064
ENSP00000324248,7119
ENSP00000356520,10352
ENSP00000321573,6905
ENSP00000296786,4790
ENSP00000339145,8372
ENSP00000306010,5636
ENSP00000411250,16021
ENSP00000358107,10705
ENSP00000402103,15640
ENSP00000321246,6869
ENSP00000354468,9911
ENSP00000485630,19344
ENSP00000364709,12030
ENSP00000346725,9095
ENSP00000366248,12258
ENSP00000382104,14327
ENSP00000244040,1331
ENSP00000361818,11455
ENSP00000382794,14390
ENSP00000260385,2231
ENSP00000413152,16100
ENSP00000328016,7417
ENSP00000261813,2410
ENSP00000447730,17643
ENSP00000370542,12940
ENSP00000287025,4159
ENSP00000373194,13198
ENSP00000291458,4361
ENSP00000361238,11335
ENSP00000363193,11759
ENSP00000311513,6153
ENSP00000263341,2696
ENSP00000219409,543
ENSP00000356828,10415
ENSP00000362222,11559
ENSP00000296499,4745
ENSP00000265162,3022
ENSP00000393845,15243
ENSP00000379616,13963
ENSP00000337697,8257
ENSP00000236826,1123
ENSP00000341292,8585
ENSP00000354888,10008
ENSP00000334941,8062
ENSP00000340900,8535
ENSP00000357103,10484
ENSP00000479762,18795
ENSP00000286091,4114
ENSP00000476755,18558
ENSP00000380432,14093
ENSP00000288602,4232
ENSP00000385828,14706
ENSP00000156471,124
ENSP00000377075,13583
ENSP00000365588,12166
ENSP00000313391,6306
ENSP00000397453,15407
ENSP00000468354,18268
ENSP00000484631,19230
ENSP00000310219,6020
ENSP00000460236,18025
ENSP00000480359,18850
ENSP00000267103,3198
ENSP00000363921,11895
ENSP00000390651,15090
ENSP00000257192,1988
ENSP00000445381,17564
ENSP00000267622,3231
ENSP00000333779,7930
ENSP00000345133,8936
ENSP00000264228,2852
ENSP00000219240,527
ENSP00000358747,10821
ENSP00000299824,5059
ENSP00000445306,17560
ENSP00000264637,2916
ENSP00000262225,2491
ENSP00000365643,12174
ENSP00000312649,6255
ENSP00000303208,5394
ENSP00000361120,11315
ENSP00000363435,11811
ENSP00000371985,13134
ENSP00000233057,1031
ENSP00000333188,7876
ENSP00000378725,13826
ENSP00000374309,13304
ENSP00000257979,2046
ENSP00000417654,16338
ENSP00000390111,15069
ENSP00000400113,15530
ENSP00000278927,3775
ENSP00000480262,18836
ENSP00000446485,17609
ENSP00000483921,19182
ENSP00000256383,1931
ENSP00000275764,3649
ENSP00000479919,18808
ENSP00000434516,17126
ENSP00000328181,7437
ENSP00000332773,7843
ENSP00000396301,15344
ENSP00000269593,3356
ENSP00000368632,12627
ENSP00000364815,12047
ENSP00000305675,5601
ENSP00000413537,16114
ENSP00000359216,10920
ENSP00000276062,3658
ENSP00000301012,5159
ENSP00000341342,8587
ENSP00000333376,7898
ENSP00000357516,10562
ENSP00000444596,17532
ENSP00000285949,4106
ENSP00000343656,8799
ENSP00000304051,5465
ENSP00000316729,6525
ENSP00000381231,14217
ENSP00000326671,7315
ENSP00000284382,4037
ENSP00000003302,10
ENSP00000296029,4677
ENSP00000343658,8801
ENSP00000345997,9020
ENSP00000331897,7754
ENSP00000365162,12103
ENSP00000342793,8725
ENSP00000379975,14022
ENSP00000444743,17537
ENSP00000385142,14637
ENSP00000313582,6320
ENSP00000295055,4564
ENSP00000314556,6391
ENSP00000259711,2174
ENSP00000359581,11013
ENSP00000296695,4779
ENSP00000226067,808
ENSP00000466363,18200
ENSP00000261891,2431
ENSP00000439807,17330
ENSP00000356476,10345
ENSP00000471457,18380
ENSP00000216181,380
ENSP00000484640,19233
ENSP00000315011,6413
ENSP00000386444,14802
ENSP00000340329,8479
ENSP00000368517,12613
ENSP00000393392,15221
ENSP00000473990,18473
ENSP00000295452,4606
ENSP00000362820,11696
ENSP00000354607,9944
ENSP00000257248,1992
ENSP00000415056,16186
ENSP00000349503,9380
ENSP00000473383,18456
ENSP00000386213,14770
ENSP00000276616,3691
ENSP00000355995,10235
ENSP00000374280,13302
ENSP00000353104,9766
ENSP00000242462,1275
ENSP00000340944,8541
ENSP00000297316,4844
ENSP00000369531,12773
ENSP00000221466,617
ENSP00000382163,14330
ENSP00000330753,7654
ENSP00000363384,11795
ENSP00000381339,14231
ENSP00000483552,19152
ENSP00000256578,1952
ENSP00000260600,2247
ENSP00000298375,4940
ENSP00000331127,7678
ENSP00000301420,5210
ENSP00000226578,831
ENSP00000322419,6970
ENSP00000366939,12365
ENSP00000232564,1017
ENSP00000345555,8977
ENSP00000350676,9510
ENSP00000370343,12911
ENSP00000225737,791
ENSP00000392395,15168
ENSP00000328169,7435
ENSP00000315644,6461
ENSP00000382544,14366
ENSP00000282538,3951
ENSP00000291574,4375
ENSP00000432586,17048
ENSP00000222382,681
ENSP00000181839,192
ENSP00000359507,10990
ENSP00000346151,9040
ENSP00000292513,4426
ENSP00000343405,8777
ENSP00000316779,6528
ENSP00000304226,5480
ENSP00000365883,12206
ENSP00000302665,5335
ENSP00000321971,6935
ENSP00000483786,19172
ENSP00000262241,2494
ENSP00000395473,15315
ENSP00000386918,14871
ENSP00000386165,14750
ENSP00000233826,1061
ENSP00000367038,12389
ENSP00000327191,7350
ENSP00000356919,10434
ENSP00000440864,17374
ENSP00000423211,16657
ENSP00000320821,6840
ENSP00000371475,13071
ENSP00000266483,3156
ENSP00000368758,12647
ENSP00000420076,16502
ENSP00000295685,4630
ENSP00000333994,7957
ENSP00000304286,5489
ENSP00000358474,10766
ENSP00000356505,10349
ENSP00000296327,4717
ENSP00000302486,5311
ENSP00000258962,2122
ENSP00000387694,14946
ENSP00000367629,12482
ENSP00000423067,16652
ENSP00000462333,18063
ENSP00000418767,16406
ENSP00000296127,4691
ENSP00000345974,9017
ENSP00000290277,4303
ENSP00000266991,3190
ENSP00000387875,14954
ENSP00000232607,1019
ENSP00000365131,12098
ENSP00000381992,14314
ENSP00000420168,16509
ENSP00000354621,9948
ENSP00000222402,685
ENSP00000379051,13873
ENSP00000328327,7456
ENSP00000264161,2841
ENSP00000361302,11346
ENSP00000299705,5047
ENSP00000216733,436
ENSP00000345230,8947
ENSP00000317997,6613
ENSP00000402394,15654
ENSP00000221455,614
ENSP00000397925,15424
ENSP00000449629,17696
ENSP00000360138,11110
ENSP00000271555,3437
ENSP00000265339,3040
ENSP00000400995,15576
ENSP00000354932,10020
ENSP00000325526,7215
ENSP00000299300,5008
ENSP00000271588,3438
ENSP00000226382,824
ENSP00000293662,4477
ENSP00000379097,13878
ENSP00000265062,3000
ENSP00000253055,1733
ENSP00000295108,4574
ENSP00000315182,6429
ENSP00000345672,8986
ENSP00000392709,15187
ENSP00000217423,476
ENSP00000222726,705
ENSP00000359532,10998
ENSP00000265969,3122
ENSP00000464050,18123
ENSP00000355601,10155
ENSP00000359215,10919
ENSP00000219689,556
ENSP00000401145,15584
ENSP00000406191,15825
ENSP00000354207,9882
ENSP00000251527,1633
ENSP00000362730,11672
ENSP00000377681,13660
ENSP00000297904,4899
ENSP00000215530,314
ENSP00000317272,6561
ENSP00000343636,8798
ENSP00000257290,1995
ENSP00000329466,7549
ENSP00000373539,13234
ENSP00000291539,4368
ENSP00000365016,12084
ENSP00000356548,10359
ENSP00000320815,6839
ENSP00000267843,3239
ENSP00000445508,17570
ENSP00000300055,5075
ENSP00000363478,11818
ENSP00000396068,15336
ENSP00000284110,4019
ENSP00000258098,2054
ENSP00000333657,7917
ENSP00000265295,3033
ENSP00000272164,3458
ENSP00000316842,6533
ENSP00000338330,8308
ENSP00000262198,2484
ENSP00000421922,16614
ENSP00000230792,969
ENSP00000441858,17417
ENSP00000299138,4989
ENSP00000386284,14781
ENSP00000289448,4267
ENSP00000080059,112
ENSP00000287008,4157
ENSP00000382982,14408
ENSP00000216487,423
ENSP00000359563,11008
ENSP00000381588,14264
ENSP00000376317,13468
ENSP00000304133,5474
ENSP00000479617,18780
ENSP00000460971,18039
ENSP00000361009,11289
ENSP00000256319,1925
ENSP00000485206,19286
ENSP00000409315,15931
ENSP00000262219,2490
ENSP00000361914,11476
ENSP00000378414,13788
ENSP00000295822,4650
ENSP00000448310,17663
ENSP00000379108,13880
ENSP00000327453,7368
ENSP00000365895,12209
ENSP00000262506,2551
ENSP00000426948,16796
ENSP00000358812,10839
ENSP00000274306,3579
ENSP00000354837,9996
ENSP00000415786,16216
ENSP00000313158,6293
ENSP00000224356,753
ENSP00000433664,17096
ENSP00000318770,6670
ENSP00000378307,13760
ENSP00000268668,3292
ENSP00000428288,16856
ENSP00000215739,326
ENSP00000362339,11584
ENSP00000331040,7669
ENSP00000419045,16425
ENSP00000478570,18687
ENSP00000478396,18671
ENSP00000334785,8039
ENSP00000333946,7950
ENSP00000296266,4710
ENSP00000340998,8549
ENSP00000364902,12061
ENSP00000312082,6201
ENSP00000358719,10814
ENSP00000294338,4521
ENSP00000216951,446
ENSP00000260184,2208
ENSP00000260383,2230
ENSP00000445122,17555
ENSP00000444788,17539
ENSP00000220763,585
ENSP00000351338,9577
ENSP00000295666,4627
ENSP00000325527,7216
ENSP00000311405,6137
ENSP00000469468,18309
ENSP00000417085,16283
ENSP00000345702,8988
ENSP00000355506,10133
ENSP00000361076,11305
ENSP00000420588,16546
ENSP00000417404,16312
ENSP00000391227,15109
ENSP00000258526,2096
ENSP00000444561,17531
ENSP00000381981,14312
ENSP00000261858,2418
ENSP00000246548,1441
ENSP00000216862,443
ENSP00000363089,11743
ENSP00000484146,19199
ENSP00000427366,16812
ENSP00000387187,14906
ENSP00000348828,9308
ENSP00000484715,19243
ENSP00000357440,10546
ENSP00000261942,2439
ENSP00000281171,3871
ENSP00000319501,6733
ENSP00000362299,11573
ENSP00000308208,5842
ENSP00000480966,18913
ENSP00000385885,14710
ENSP00000414287,16144
ENSP00000370826,12981
ENSP00000350333,9479
ENSP00000357189,10507
ENSP00000381247,14220
ENSP00000268129,3263
ENSP00000379931,14019
ENSP00000437550,17232
ENSP00000331288,7690
ENSP00000476221,18540
ENSP00000343741,8808
ENSP00000339850,8445
ENSP00000220003,564
ENSP00000284320,4035
ENSP00000226284,819
ENSP00000348596,9290
ENSP00000290776,4339
ENSP00000265421,3058
ENSP00000358497,10774
ENSP00000352162,9662
ENSP00000246802,1454
ENSP00000414359,16150
ENSP00000391490,15119
ENSP00000384273,14527
ENSP00000335632,8145
ENSP00000355580,10149
ENSP00000229135,902
ENSP00000276461,3681
ENSP00000353910,9857
ENSP00000357452,10549
ENSP00000416015,16227
ENSP00000444810,17540
ENSP00000263816,2776
ENSP00000331268,7689
ENSP00000441126,17385
ENSP00000329219,7532
ENSP00000419361,16450
ENSP00000340510,8496
ENSP00000376886,13548
ENSP00000363944,11899
ENSP00000318884,6682
ENSP00000298912,4979
ENSP00000349259,9348
ENSP00000278572,3751
ENSP00000268125,3262
ENSP00000350199,9463
ENSP00000364860,12055
ENSP00000457788,17983
ENSP00000410309,15967
ENSP00000267199,3203
ENSP00000346437,9065
ENSP00000366746,12340
ENSP00000373684,13253
ENSP00000366563,12317
ENSP00000262839,2600
ENSP00000288861,4241
ENSP00000350949,9534
ENSP00000264896,2966
ENSP00000432651,17051
ENSP00000296577,4761
ENSP00000406986,15859
ENSP00000298307,4933
ENSP00000361112,11314
ENSP00000280258,3822
ENSP00000367739,12499
ENSP00000466379,18201
ENSP00000222673,700
ENSP00000231004,973
ENSP00000307549,5783
ENSP00000343445,8781
ENSP00000422007,16619
ENSP00000349508,9381
ENSP00000368496,12609
ENSP00000205890,272
ENSP00000351905,9641
ENSP00000344816,8903
ENSP00000376930,13558
ENSP00000349428,9366
ENSP00000411532,16033
ENSP00000354487,9916
ENSP00000274606,3603
ENSP00000343526,8788
ENSP00000322439,6973
ENSP00000361383,11359
ENSP00000315774,6473
ENSP00000226207,812
ENSP00000365891,12208
ENSP00000287437,4177
ENSP00000341344,8588
ENSP00000274255,3575
ENSP00000321999,6939
ENSP00000379475,13948
ENSP00000363149,11755
ENSP00000311816,6179
ENSP00000306512,5680
ENSP00000360609,11214
ENSP00000315680,6465
ENSP00000303706,5436
ENSP00000398523,15451
ENSP00000265723,3092
ENSP00000370256,12902
ENSP00000269349,3338
ENSP00000246895,1458
ENSP00000011473,42
ENSP00000384517,14556
ENSP00000385905,14715
ENSP00000307298,5766
ENSP00000264162,2842
ENSP00000275493,3641
ENSP00000463778,18114
ENSP00000337825,8268
ENSP00000334876,8055
ENSP00000383851,14474
ENSP00000264926,2970
ENSP00000385545,14672
ENSP00000192314,206
ENSP00000382269,14341
ENSP00000355026,10037
ENSP00000408695,15915
ENSP00000304592,5512
ENSP00000384223,14522
ENSP00000379563,13955
ENSP00000481421,18952
ENSP00000479153,18740
ENSP00000464087,18125
ENSP00000237889,1152
ENSP00000296135,4694
ENSP00000301962,5267
ENSP00000375942,13420
ENSP00000471252,18371
ENSP00000389241,15020
ENSP00000322991,7017
ENSP00000346667,9090
ENSP00000354111,9875
ENSP00000265070,3003
ENSP00000268613,3286
ENSP00000386331,14786
ENSP00000371886,13124
ENSP00000380349,14080
ENSP00000319781,6756
ENSP00000384136,14507
ENSP00000316578,6515
ENSP00000282020,3915
ENSP00000255688,1899
ENSP00000314792,6402
ENSP00000325136,7188
ENSP00000300113,5089
ENSP00000286371,4127
ENSP00000404676,15754
ENSP00000378669,13818
ENSP00000352925,9743
ENSP00000312304,6224
ENSP00000419740,16482
ENSP00000349723,9409
ENSP00000234590,1090
ENSP00000295888,4658
ENSP00000478877,18713
ENSP00000216366,407
ENSP00000219611,554
ENSP00000476145,18538
ENSP00000362153,11542
ENSP00000375133,13346
ENSP00000337691,8256
ENSP00000356989,10453
ENSP00000443191,17480
ENSP00000396937,15378
ENSP00000297988,4903
ENSP00000398131,15438
ENSP00000318437,6652
ENSP00000379888,14011
ENSP00000333395,7899
ENSP00000454623,17872
ENSP00000359866,11068
ENSP00000480571,18875
ENSP00000355050,10041
ENSP00000357475,10556
ENSP00000348168,9251
ENSP00000353557,9816
ENSP00000268712,3299
ENSP00000433352,17080
ENSP00000303525,5423
ENSP00000262215,2489
ENSP00000264664,2927
ENSP00000310657,6068
ENSP00000331746,7741
ENSP00000322617,6989
ENSP00000355966,10228
ENSP00000357484,10558
ENSP00000371345,13053
ENSP00000363329,11785
ENSP00000370808,12979
ENSP00000263253,2679
ENSP00000310998,6098
ENSP00000357047,10464
ENSP00000334145,7977
ENSP00000351682,9619
ENSP00000480971,18914
ENSP00000233202,1039
ENSP00000366416,12294
ENSP00000394033,15254
ENSP00000263773,2767
ENSP00000420384,16533
ENSP00000269397,3345
ENSP00000344967,8922
ENSP00000368516,12612
ENSP00000251507,1632
ENSP00000359376,10954
ENSP00000408108,15896
ENSP00000392762,15190
ENSP00000299886,5066
ENSP00000290015,4288
ENSP00000233997,1068
ENSP00000371070,13013
ENSP00000419425,16459
ENSP00000216085,363
ENSP00000350170,9461
ENSP00000378046,13714
ENSP00000295897,4659
ENSP00000260731,2256
ENSP00000364631,12014
ENSP00000261889,2429
ENSP00000359871,11069
ENSP00000407822,15890
ENSP00000371872,13122
ENSP00000447091,17630
ENSP00000441929,17421
ENSP00000019103,58
ENSP00000391592,15125
ENSP00000378760,13831
ENSP00000272427,3483
ENSP00000403397,15693
ENSP00000255082,1864
ENSP00000439856,17331
ENSP00000313756,6329
ENSP00000363397,11801
ENSP00000346251,9049
ENSP00000337976,8280
ENSP00000438492,17280
ENSP00000216911,444
ENSP00000308122,5838
ENSP00000351475,9591
ENSP00000280700,3844
ENSP00000312442,6239
ENSP00000265260,3030
ENSP00000362674,11657
ENSP00000263205,2668
ENSP00000419422,16458
ENSP00000393559,15228
ENSP00000217971,491
ENSP00000408576,15911
ENSP00000256509,1948
ENSP00000355517,10137
ENSP00000353796,9845
ENSP00000320309,6800
ENSP00000310491,6047
ENSP00000381206,14212
ENSP00000271688,3445
ENSP00000349016,9326
ENSP00000378690,13820
ENSP00000477538,18594
ENSP00000222753,708
ENSP00000319992,6771
ENSP00000377027,13571
ENSP00000385000,14620
ENSP00000392617,15183
ENSP00000450385,17713
ENSP00000264192,2847
ENSP00000357883,10660
ENSP00000328777,7495
ENSP00000355261,10086
ENSP00000430684,16970
ENSP00000228136,859
ENSP00000407213,15867
ENSP00000391806,15140
ENSP00000360918,11270
ENSP00000409667,15944
ENSP00000368856,12666
ENSP00000354813,9991
ENSP00000381535,14255
ENSP00000200181,234
ENSP00000295321,4600
ENSP00000363500,11823
ENSP00000314879,6406
ENSP00000451406,17763
ENSP00000450857,17735
ENSP00000295463,4610
ENSP00000368818,12662
ENSP00000355760,10188
ENSP00000352358,9686
ENSP00000155840,119
ENSP00000379258,13908
ENSP00000446100,17594
ENSP00000231572,998
ENSP00000403302,15689
ENSP00000361405,11363
ENSP00000276689,3695
ENSP00000247226,1474
ENSP00000227524,849
ENSP00000440045,17337
ENSP00000301280,5192
ENSP00000369960,12853
ENSP00000251871,1652
ENSP00000478501,18681
ENSP00000264167,2843
ENSP00000340989,8548
ENSP00000357307,10527
ENSP00000274192,3572
ENSP00000303540,5426
ENSP00000475939,18530
ENSP00000256935,1973
ENSP00000264968,2980
ENSP00000312634,6254
ENSP00000258648,2100
ENSP00000368244,12575
ENSP00000318297,6641
ENSP00000361338,11352
ENSP00000375770,13392
ENSP00000432568,17047
ENSP00000418803,16408
ENSP00000313953,6349
ENSP00000037243,72
ENSP00000298316,4935
ENSP00000431840,17019
ENSP00000350353,9482
ENSP00000356918,10433
ENSP00000483825,19176
ENSP00000344155,8838
ENSP00000294742,4546
ENSP00000431165,16992
ENSP00000334100,7970
ENSP00000286827,4154
ENSP00000219299,533
ENSP00000375857,13406
ENSP00000378958,13858
ENSP00000334458,8015
ENSP00000397843,15418
ENSP00000312126,6203
ENSP00000356331,10310
ENSP00000378177,13736
ENSP00000261601,2367
ENSP00000402000,15633
